Study,Subject,Mcf_pR,Condition,my_thresholds,prob,Level,my_thresholds_real,max_strength,jnd_anti_log,jnd_weighted_threshold,adj_stim_val,adjusted_status,shifted_threshold,max_shifted_strength
5,63,0.575366879156053,Delay,3.95382418474777,0.25,1,3.95382418474777,0.2535,51.1343575186103,0.12962,0.12962,0,0.12962,0.2535
5,63,0.575366879156053,Delay,4.12315926012459,0.5,2,4.12315926012459,0.2535,60.7540314566637,0.15401,0.15401,0,0.15401,0.2535
5,63,0.575366879156053,Delay,4.2924951432162,0.75,3,4.2924951432162,0.2535,72.148757612668,0.18289,0.18289,0,0.18289,0.2535
5,63,0.575366879156053,Delay,4.57701144489047,0.95,4,4.57701144489047,0.2535,96.2234021055417,0.24392,0.24392,0,0.24392,0.2535
5,63,-0.241635851914822,Light,4.30959543689552,0.25,1,4.30959543689552,4.1616,73.4103791561053,3.05504,3.05504,0,-6.75496,-5.6484
5,63,-0.241635851914822,Light,4.45634795074998,0.5,2,4.45634795074998,4.1616,85.1722285141252,3.54452,3.54452,0,-6.26548,-5.6484
5,63,-0.241635851914822,Light,4.60310001171536,0.75,3,4.60310001171536,4.1616,98.7931967060129,4.11137,4.11137,0,-5.69863,-5.6484
5,63,-0.241635851914822,Light,4.8496645650541,0.95,4,4.8496645650541,4.1616,126.697548440926,5.27264,4.1616,1,-5.6484,-5.6484
5,63,0.945184420697069,Ripple,4.53286912011354,0.25,1,4.53286912011354,0.03591,92.0250786880997,0.03304,0.03304,0,0.03304,0.03591
5,63,0.945184420697069,Ripple,4.62722915607162,0.5,2,4.62722915607162,0.03591,101.230406804924,0.03635,0.03635,1,0.03635,0.03591
5,63,0.945184420697069,Ripple,4.72159130071908,0.75,3,4.72159130071908,0.03591,111.346888182653,0.03998,0.03613,1,0.03613,0.03591
5,63,0.945184420697069,Ripple,4.88015334768327,0.95,4,4.88015334768327,0.03591,130.650850690945,0.04691,0.03591,1,0.03591,0.03591
